timestamp,report_month,report_year,jurisdiction,offender_profiles,arrestee,forensic_profiles,ndis_labs,investigations_aided,capture_date,capture_year
20090118043639,11.0,2008.0,Army,11442,0,1173,1,49,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,California,1061374,0,18519,20,7333,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Colorado,95267,0,3856,5,925,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Connecticut,43397,0,2403,1,845,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Delaware,3557,0,275,1,10,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Florida,523834,0,21075,10,8593,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Georgia,156887,0,6868,3,1742,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Hawaii,11527,0,177,1,42,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Idaho,3614,0,201,1,8,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Illinois,316556,0,17054,9,7964,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Indiana,118335,0,3857,5,1187,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Iowa,49522,0,2287,1,412,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Kansas,46063,0,2709,5,713,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Kentucky,14644,0,2589,1,362,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Lab,63924,0,1757,4,274,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Louisiana,85500,0,3824,5,796,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Maine,10628,0,1657,1,70,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Maryland,73509,0,4795,6,1278,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Massachusetts,62417,0,3603,2,1001,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Michigan,253176,0,7568,3,2907,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Minnesota,82184,0,4391,2,1252,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Mississippi,25787,0,252,1,61,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Missouri,171687,0,7593,5,2841,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Montana,9891,0,239,1,40,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Nebraska,4271,0,468,1,16,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Nevada,36643,0,2512,2,709,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,New Hampshire,2703,0,512,1,27,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,New Jersey,177778,0,6328,1,2275,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,New Mexico,48286,0,1801,3,831,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,New York,292604,0,24072,9,7069,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,North Carolina,149832,0,3625,2,931,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,North Dakota,5808,0,234,1,33,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Ohio,292989,0,15216,11,4592,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Oklahoma,74563,0,1110,3,215,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Oregon,100625,0,5389,1,2143,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Pennsylvania,191251,0,6109,4,2343,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Rhode Island,3366,0,371,1,26,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,South Carolina,127053,0,4438,2,1820,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,South Dakota,20143,0,220,1,21,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Tennessee,100140,0,2186,3,229,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Texas,389031,0,19416,16,2543,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Utah,26660,0,342,1,50,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Vermont,9199,0,255,1,41,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Virginia,284949,0,9812,4,5053,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Washington,145517,0,1835,6,649,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,West Virginia,6681,0,315,1,17,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Wisconsin,115207,0,5556,3,1641,2009-01-18 04:36:39,2009
20090118043639,11.0,2008.0,Wyoming,7992,0,95,1,9,2009-01-18 04:36:39,2009
20090211234027,12.0,2008.0,Alabama,165683,0,4072,4,2265,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Alaska,13230,0,706,1,228,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Arizona,139891,0,7379,7,2398,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Arkansas,92871,0,2355,1,505,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Army,11733,0,1183,1,50,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,California,1073768,0,18895,20,7557,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Colorado,97344,0,4007,5,925,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Connecticut,45429,0,2436,1,907,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Delaware,3641,0,276,1,10,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Florida,533670,0,21292,10,8593,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Georgia,165793,0,6986,3,1959,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Hawaii,11549,0,181,1,43,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Idaho,3614,0,201,1,8,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Illinois,320132,0,16969,9,8073,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Indiana,120410,0,3942,5,1224,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Iowa,50007,0,2321,1,421,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Kansas,46548,0,2739,5,713,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Kentucky,15031,0,2601,1,364,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Lab,64628,0,1769,4,280,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Louisiana,86444,0,3852,5,822,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Maine,10628,0,1676,1,71,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Maryland,74557,0,4825,6,1294,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Massachusetts,62948,0,3672,2,1024,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Michigan,255274,0,7658,3,2907,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Minnesota,82724,0,4454,2,1265,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Mississippi,25787,0,252,1,65,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Missouri,173010,0,7805,5,2935,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Montana,9891,0,240,1,40,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Nebraska,4314,0,475,1,16,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Nevada,37276,0,2557,2,742,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,New Hampshire,2734,0,524,1,27,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,New Jersey,180824,0,6520,1,2363,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,New Mexico,48530,0,1878,3,864,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,New York,294498,0,24539,9,7212,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,North Carolina,151868,0,3671,2,943,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,North Dakota,5808,0,234,1,34,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Ohio,298158,0,15454,11,4592,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Oklahoma,75074,0,1123,3,215,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Oregon,101014,0,5417,1,2175,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Pennsylvania,192488,0,6224,4,2372,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Rhode Island,3890,0,371,1,26,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,South Carolina,127253,0,4522,2,1847,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,South Dakota,20142,0,223,1,22,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Tennessee,100140,0,2223,3,229,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Texas,395374,0,19747,16,2677,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Utah,26661,0,349,1,50,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Vermont,9579,0,268,1,41,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Virginia,285851,0,9926,4,5124,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Washington,149640,0,1883,6,670,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,West Virginia,6681,0,315,1,17,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Wisconsin,116120,0,5658,3,1735,2009-02-11 23:40:27,2009
20090211234027,12.0,2008.0,Wyoming,8722,0,98,1,9,2009-02-11 23:40:27,2009
20090211234034,,,New Jersey New Jersey,167314,0,5669,1,2022,2009-02-11 23:40:34,2009
20090211234056,,,Oregon Oregon,86738,0,5161,1,1902,2009-02-11 23:40:56,2009
20090211234114,,,South Dakota South Dakota,15549,0,198,1,19,2009-02-11 23:41:14,2009
20090211234134,,,Montana Montana,5924,0,212,1,25,2009-02-11 23:41:34,2009
20090211234145,,,Colorado Colorado,84366,0,3370,5,860,2009-02-11 23:41:45,2009
20090211234211,,,Wyoming Wyoming,6049,0,81,1,8,2009-02-11 23:42:11,2009
20090211234219,,,Kansas Kansas,37788,0,2524,4,674,2009-02-11 23:42:19,2009
20090211234230,,,North Dakota North Dakota,4553,0,216,1,30,2009-02-11 23:42:30,2009
20090211234259,,,New Mexico New Mexico,46324,0,1540,3,744,2009-02-11 23:42:59,2009
20090211234335,,,California California,996539,0,16373,20,6531,2009-02-11 23:43:35,2009
20090211234354,,,Oklahoma Oklahoma,53967,0,964,3,215,2009-02-11 23:43:54,2009
20090211234414,,,Nebraska Nebraska,4019,0,438,1,16,2009-02-11 23:44:14,2009
20090311031928,1.0,2009.0,Alabama,165683,0,4072,4,2302,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Alaska,13950,0,704,1,237,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Arizona,151376,0,7529,7,2544,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Arkansas,93560,0,2430,1,505,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Army,11741,0,1193,1,50,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,California,1085475,0,19253,20,7557,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Colorado,98661,0,4075,5,925,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Connecticut,45486,0,2461,1,907,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Delaware,3883,0,275,1,10,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Florida,542603,0,21606,10,8732,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Georgia,167285,0,7112,4,1959,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Hawaii,11587,0,187,1,45,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Idaho,3614,0,204,1,8,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Illinois,321438,0,17129,9,8159,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Indiana,122355,0,3988,5,1238,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Iowa,50495,0,2370,1,433,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Kansas,46627,0,2784,5,726,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Kentucky,15181,0,2639,1,366,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Lab,65236,0,1772,4,283,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Louisiana,90102,0,3882,5,860,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Maine,10631,0,1682,1,71,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Maryland,75967,0,4873,6,1311,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Massachusetts,63648,0,3706,2,1038,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Michigan,256606,0,7869,3,3043,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Minnesota,83315,0,4478,2,1288,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Mississippi,27918,0,268,1,65,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Missouri,174739,0,7952,6,2992,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Montana,9891,0,253,1,40,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Nebraska,4376,0,479,1,16,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Nevada,37749,0,2579,2,769,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,New Hampshire,2739,0,524,1,27,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,New Jersey,182000,0,6663,1,2483,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,New Mexico,48777,0,1895,3,882,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,New York,295797,0,24669,9,7335,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,North Carolina,152940,0,3697,2,950,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,North Dakota,6155,0,238,1,36,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Ohio,300662,0,15654,11,4674,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Oklahoma,75266,0,1139,3,215,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Oregon,104285,0,5493,1,2233,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Pennsylvania,192723,0,6387,4,2462,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Rhode Island,4324,0,376,1,26,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,South Carolina,128438,0,4573,2,1887,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,South Dakota,20142,0,231,1,22,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Tennessee,100139,0,2244,3,238,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Texas,404180,0,19938,16,3397,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Utah,27200,0,353,1,50,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Vermont,9579,0,268,1,41,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Virginia,287346,0,10038,4,5124,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Washington,150550,0,1919,6,682,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,West Virginia,6681,0,315,1,17,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Wisconsin,116767,0,5784,3,1786,2009-03-11 03:19:28,2009
20090311031928,1.0,2009.0,Wyoming,8722,0,110,1,9,2009-03-11 03:19:28,2009
20090430061635,,,Minnesota Minnesota,76725,0,3990,2,1050,2009-04-30 06:16:35,2009
20090620082625,,,Texas Texas,349386,0,17674,16,2433,2009-06-20 08:26:25,2009
20090825075046,,,Wisconsin Wisconsin,110487,0,4642,3,1384,2009-08-25 07:50:46,2009
20090825075259,,,Maryland Maryland,62875,0,4351,5,998,2009-08-25 07:52:59,2009
20090825075331,,,Idaho Idaho,3614,0,186,1,7,2009-08-25 07:53:31,2009
20090825075413,,,Rhode Island Rhode Island,2219,0,323,1,6,2009-08-25 07:54:13,2009
20090825075601,,,Utah Utah,25627,0,327,1,49,2009-08-25 07:56:01,2009
20090825075742,,,Pennsylvania Pennsylvania,178708,0,5483,4,2158,2009-08-25 07:57:42,2009
20090825075817,,,New York New York,265789,0,22173,9,6188,2009-08-25 07:58:17,2009
20090825075934,,,Kentucky Kentucky,13142,0,2398,1,345,2009-08-25 07:59:34,2009
20090825080050,,,Maine Maine,8853,0,1542,1,61,2009-08-25 08:00:50,2009
20090825080214,,,Nevada Nevada,32007,0,2094,2,558,2009-08-25 08:02:14,2009
20090825080342,,,Arkansas Arkansas,87913,0,2019,1,432,2009-08-25 08:03:42,2009
20090825080428,,,Lab,61250,0,1649,5,250,2009-08-25 08:04:28,2009
20090825080605,,,Georgia Georgia,149331,0,6418,2,1404,2009-08-25 08:06:05,2009
20090825080744,,,Missouri Missouri,162501,0,6680,4,2428,2009-08-25 08:07:44,2009
20090825080915,,,Virginia Virginia,272753,0,8973,4,4659,2009-08-25 08:09:15,2009
20090825081039,,,Hawaii Hawaii,9247,0,134,1,27,2009-08-25 08:10:39,2009
20090825081106,,,New Hampshire New Hampshire,1803,0,455,1,23,2009-08-25 08:11:06,2009
20090825081156,,,Connecticut Connecticut,38575,0,2097,1,685,2009-08-25 08:11:56,2009
20090825081258,,,Illinois Illinois,298975,0,15397,9,6957,2009-08-25 08:12:58,2009
20090825081439,,,North Carolina North Carolina,141071,0,3427,2,825,2009-08-25 08:14:39,2009
20090825081526,,,Delaware Delaware,2341,0,245,1,9,2009-08-25 08:15:26,2009
20090825081617,,,Michigan Michigan,243227,0,7125,4,2680,2009-08-25 08:16:17,2009
20090825081700,,,West Virginia West Virginia,6681,0,263,1,17,2009-08-25 08:17:00,2009
20090825081729,,,Mississippi Mississippi,19927,0,201,1,35,2009-08-25 08:17:29,2009
20090825081759,,,Iowa Iowa,45519,0,2083,1,342,2009-08-25 08:17:59,2009
20090825081834,,,South Carolina South Carolina,117461,0,3888,2,1504,2009-08-25 08:18:34,2009
20090825081946,,,Texas Texas,349386,0,17674,16,2433,2009-08-25 08:19:46,2009
20090825082128,,,Florida Florida,471562,0,18715,10,7816,2009-08-25 08:21:28,2009
20090825082409,,,Vermont Vermont,7515,0,216,1,0,2009-08-25 08:24:09,2009
20090825082454,,,Washington State Washington,119007,0,1672,6,550,2009-08-25 08:24:54,2009
20090825082542,,,Arizona Arizona,125692,0,6783,7,2119,2009-08-25 08:25:42,2009
20090825082643,,,Ohio Ohio,268848,0,13992,11,4317,2009-08-25 08:26:43,2009
20090825082727,,,Army,9504,0,1086,1,42,2009-08-25 08:27:27,2009
20090825082833,,,Massachusetts Massachusetts,59824,0,3173,2,877,2009-08-25 08:28:33,2009
20090825082904,,,Alabama Alabama,157187,0,3564,4,2101,2009-08-25 08:29:04,2009
20090825082957,,,Louisiana Louisiana,77781,0,3923,5,698,2009-08-25 08:29:57,2009
20090825083046,,,Alaska Alaska,10954,0,685,1,214,2009-08-25 08:30:46,2009
20090825083220,,,Indiana Indiana,104998,0,3409,3,1011,2009-08-25 08:32:20,2009
20090825083331,,,Minnesota Minnesota,76725,0,3990,2,1050,2009-08-25 08:33:31,2009
20090825083408,,,Tennessee Tennessee,96283,0,1998,3,206,2009-08-25 08:34:08,2009
20100105054222,11.0,2009.0,Alabama,175965,0,5035,4,2828,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Alaska,16887,0,747,1,262,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Arizona,173236,0,8593,7,3205,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Arkansas,101781,0,3113,1,843,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Army,13232,0,1373,1,56,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,California,1229781,0,24115,20,7814,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Colorado,115297,0,5026,5,1465,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Connecticut,56835,0,2772,1,907,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Delaware,3884,0,305,1,10,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Florida,648480,0,25501,10,10862,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Georgia,188592,0,8256,4,2487,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Hawaii,15138,0,271,1,95,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Idaho,3614,0,218,1,8,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Illinois,351139,0,19721,9,9961,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Indiana,140292,0,4658,5,1436,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Iowa,53807,0,2748,1,541,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Kansas,51382,0,3235,5,867,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Kentucky,19708,0,2943,1,433,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Lab,109162,0,1905,4,320,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Louisiana,99586,0,4730,7,1377,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Maine,12349,0,1782,1,71,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Maryland,82460,0,5211,6,1541,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Massachusetts,71283,0,4201,2,1209,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Michigan,271447,0,8345,3,3433,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Minnesota,92910,0,5231,2,1534,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Mississippi,39171,0,347,1,105,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Missouri,190375,0,9749,7,3932,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Montana,15475,0,308,1,61,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Nebraska,4709,0,556,1,16,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Nevada,42754,0,3096,2,988,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,New Hampshire,2922,0,586,1,35,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,New Jersey,197095,0,7925,1,3036,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,New Mexico,50247,0,2189,3,1003,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,New York,326162,0,28023,9,8915,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,North Carolina,169280,0,4360,2,1192,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,North Dakota,6793,0,335,1,65,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Ohio,334998,0,17467,11,5116,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Oklahoma,85352,0,1450,3,215,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Oregon,110841,0,5959,1,2509,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Pennsylvania,210083,0,7575,4,2898,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Puerto Rico,0,0,0,1,0,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Rhode Island,9607,0,385,1,38,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,South Carolina,139144,0,5763,2,2315,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,South Dakota,23854,0,275,1,34,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Tennessee,104395,0,2563,3,279,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Texas,481034,0,22929,16,4988,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Utah,38854,0,388,1,51,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Vermont,10832,0,305,1,61,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Virginia,294799,0,11261,4,5535,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Washington,168544,0,2335,6,859,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,West Virginia,7281,0,410,1,17,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Wisconsin,122916,0,6701,3,2090,2010-01-05 05:42:22,2010
20100105054222,11.0,2009.0,Wyoming,14048,0,161,1,11,2010-01-05 05:42:22,2010
20100118203335,,,New York New York,265789,0,22173,9,6188,2010-01-18 20:33:35,2010
20100210135943,,,New Jersey New Jersey,167314,0,5669,1,2022,2010-02-10 13:59:43,2010
20100213103354,12.0,2009.0,Alabama,177200,0,5193,4,2883,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Alaska,17082,0,759,1,266,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Arizona,173797,0,8688,7,3263,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Arkansas,103587,0,3229,1,923,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Army,13339,0,1381,1,56,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,California,1240027,0,24496,20,7814,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Colorado,116484,0,5093,5,1465,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Connecticut,60566,0,2769,1,907,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Delaware,3884,0,305,1,10,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Florida,655844,0,26079,10,11155,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Georgia,191392,0,8306,4,2521,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Hawaii,15138,0,275,1,95,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Idaho,3615,0,223,1,8,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Illinois,354247,0,19943,9,10100,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Indiana,141810,0,4758,5,1475,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Iowa,56278,0,2797,1,551,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Kansas,51765,0,3302,5,889,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Kentucky,20178,0,2979,1,439,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Lab,122585,0,1910,4,328,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Louisiana,99985,0,4850,7,1429,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Maine,12349,0,1792,1,72,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Maryland,82897,0,5271,6,1562,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Massachusetts,73259,0,4314,2,1269,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Michigan,273208,0,8493,3,3491,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Minnesota,93357,0,5299,2,1561,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Mississippi,39171,0,347,1,105,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Missouri,191963,0,9957,7,4049,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Montana,15477,0,314,1,62,2010-02-13 10:33:54,2010
20100213103354,12.0,2009.0,Nebraska,4825,0,560,1,16,2010-02-13 10:33:54,2010
