timestamp,original,mimetype,status
20180827122745,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20180911202332,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20180913062030,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181016070747,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181017073224,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181018155249,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181019162711,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181020170549,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181021184026,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181022182033,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181024094434,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181027194438,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181104153147,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181116183506,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181130044044,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181204032834,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181220214643,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20181230180748,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190103203642,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190129222014,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190215164131,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190302060036,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190302211500,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190305145401,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190307110347,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190320233159,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190322204155,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190323202517,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190324201718,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190326161430,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190401203737,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190412150804,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190502135053,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190502231236,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190510235359,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190510235400,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190511000325,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190523123747,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190611144717,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190612165511,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190613161343,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190614180425,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190620210900,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190626135247,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190702201315,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190703224220,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190810091618,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190816134908,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190824202250,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190825210357,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190929200543,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20190929200638,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191004193052,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191005212555,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191006085602,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191011161318,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191017000804,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191019061318,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191026043249,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191027055331,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191030211212,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191102010133,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191104050315,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191107032513,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191108023243,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191117165200,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191124095229,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191217191331,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20191226185928,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200117180042,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200301051858,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200307031008,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200326154938,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200401175110,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200401211339,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200405080000,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200414121931,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200415182137,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200429225129,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200510221207,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200511224952,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200519201942,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200607224349,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200620221947,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200719134420,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200728162952,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200802095215,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200803110741,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200806102056,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200806191421,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200809030342,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200814161013,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200816121500,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200818151622,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200820052431,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200826044232,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200914021204,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200916105338,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200916211529,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200917051636,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200918184343,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200920212212,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20200926224215,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201002213332,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201016205200,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201018092433,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201020010327,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201028215925,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201029194830,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201111223430,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201112011539,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201125102405,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201126071015,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201203022058,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201203072310,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201204071640,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201209084343,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201218220958,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201224155501,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201225185038,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201226161923,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201227181400,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201228193055,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201229213443,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20201230185607,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210101071729,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210103113801,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210104124131,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210117123428,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210117154805,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210118215353,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210119080323,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210124090728,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210125004521,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210126040048,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210129170244,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210131205415,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210206102132,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210212004658,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210214004627,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210303055250,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210305012011,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210308040136,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics//,text/html,200
20210308111758,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210309005158,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210311023951,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210318000609,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210324050729,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210409020505,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210414043038,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210428153014,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210507090954,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210507090955,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210514075457,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210527100801,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210619090441,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210703080605,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210703105804,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210706213905,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210711064442,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210713143621,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210718105628,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210808190600,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210809035809,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210905221144,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210908064238,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20210924184245,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics/,text/html,200
20210926213344,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211010060654,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211010060655,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211010203923,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211019180134,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211021235339,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211025021035,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211104193210,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211114092857,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211121045733,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211128164432,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211205045644,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211205200142,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211217120358,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20211224185611,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220125103659,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220130221713,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220209033036,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220210054625,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220214082051,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220226123842,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220305152131,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220307213357,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220311083835,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220321052126,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220326170646,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220328083342,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220329024143,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220331230634,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220402203124,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220416015545,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220423192010,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220519223937,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220601085211,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20220629123237,https://www.fbi.gov/services/laboratory/biometric-analysis/codis/ndis-statistics,text/html,200
20230411172744,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230515144637,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230528103842,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230713202131,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230713202137,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230829204608,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230829213846,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230831093549,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230901125409,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230902061832,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20230913085200,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20231025142202,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20231025183800,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20231031115239,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
20231102072222,https://le.fbi.gov/science-and-lab/biometrics-and-fingerprints/codis/codis-ndis-statistics,text/html,200
