"timestamp","jurisdiction","offender_profiles","arrestee","forensic_profiles","ndis_labs","investigations_aided","capture_date","year","month","quarter","era","total_profiles","profiles_per_lab","forensic_ratio","data_quality_flag","lat","lng"
2010-10-14 04:38:19,"California",1295199,0,28456,20,12777,2010-10-14,"2010","October",4,"2010-2014",1323655,66182.75,0.0214980489629095,"Valid",36.1162,-119.6816
2012-07-01 05:27:45,"California",1398162,475205,41990,22,21667,2012-07-01,"2012","July",3,"2010-2014",1915357,87061.6818181818,0.0219228060356372,"Valid",36.1162,-119.6816
2012-08-15 16:01:13,"California",1400221,485585,42558,22,21667,2012-08-15,"2012","August",3,"2010-2014",1928364,87652.9090909091,0.0220694848068103,"Valid",36.1162,-119.6816
2012-09-11 09:25:25,"California",1402107,496872,43065,22,22139,2012-09-11,"2012","September",3,"2010-2014",1942044,88274.7272727273,0.0221750897507986,"Valid",36.1162,-119.6816
2012-09-13 07:44:30,"California",1402107,496872,43065,22,22139,2012-09-13,"2012","September",3,"2010-2014",1942044,88274.7272727273,0.0221750897507986,"Valid",36.1162,-119.6816
2012-09-13 07:44:44,"California",1402107,496872,43065,22,22139,2012-09-13,"2012","September",3,"2010-2014",1942044,88274.7272727273,0.0221750897507986,"Valid",36.1162,-119.6816
2012-09-15 12:42:15,"California",1402107,496872,43065,22,22139,2012-09-15,"2012","September",3,"2010-2014",1942044,88274.7272727273,0.0221750897507986,"Valid",36.1162,-119.6816
2012-09-21 12:24:19,"California",1402107,496872,43065,22,22139,2012-09-21,"2012","September",3,"2010-2014",1942044,88274.7272727273,0.0221750897507986,"Valid",36.1162,-119.6816
2012-09-27 16:19:52,"California",1405941,509430,43777,22,22605,2012-09-27,"2012","September",3,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-09-27 16:23:04,"California",1405941,509430,43777,22,22605,2012-09-27,"2012","September",3,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-09-28 03:18:50,"California",1405941,509430,43777,22,22605,2012-09-28,"2012","September",3,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-06 22:38:03,"California",1405941,509430,43777,22,22605,2012-10-06,"2012","October",4,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-14 05:40:04,"California",1405941,509430,43777,22,22605,2012-10-14,"2012","October",4,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-14 14:59:14,"California",1405941,509430,43777,22,22605,2012-10-14,"2012","October",4,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-17 23:00:03,"California",1405941,509430,43777,22,22605,2012-10-17,"2012","October",4,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-18 12:40:13,"California",1405941,509430,43777,22,22605,2012-10-18,"2012","October",4,"2010-2014",1959148,89052.1818181818,0.0223449172803688,"Valid",36.1162,-119.6816
2012-10-21 06:13:38,"California",1408281,520686,44401,22,23035,2012-10-21,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-22 16:23:30,"California",1408281,520686,44401,22,23035,2012-10-22,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-23 20:07:59,"California",1408281,520686,44401,22,23035,2012-10-23,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-25 07:21:44,"California",1408281,520686,44401,22,23035,2012-10-25,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-27 09:35:45,"California",1408281,520686,44401,22,23035,2012-10-27,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-28 03:11:45,"California",1408281,520686,44401,22,23035,2012-10-28,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-30 02:45:45,"California",1408281,520686,44401,22,23035,2012-10-30,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-10-31 00:25:01,"California",1408281,520686,44401,22,23035,2012-10-31,"2012","October",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-11-03 06:36:43,"California",1408281,520686,44401,22,23035,2012-11-03,"2012","November",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-11-05 11:22:18,"California",1408281,520686,44401,22,23035,2012-11-05,"2012","November",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2012-11-14 07:24:58,"California",1408281,520686,44401,22,23035,2012-11-14,"2012","November",4,"2010-2014",1973368,89698.5454545455,0.022500111484528,"Valid",36.1162,-119.6816
2016-07-30 05:32:32,"California",1839433,647226,75721,24,49031,2016-07-30,"2016","July",3,"2015-2019",2562380,106765.833333333,0.0295510423902778,"Valid",36.1162,-119.6816
2016-08-26 15:21:01,"California",1866345,655883,77414,24,50582,2016-08-26,"2016","August",3,"2015-2019",2599642,108318.416666667,0.0297787156846981,"Valid",36.1162,-119.6816
2016-10-14 04:30:57,"California",1873423,661132,78210,24,51381,2016-10-14,"2016","October",4,"2015-2019",2612765,108865.208333333,0.0299338057575021,"Valid",36.1162,-119.6816
2017-01-06 07:31:00,"California",1892677,672093,80428,24,53977,2017-01-06,"2017","January",1,"2015-2019",2645198,110216.583333333,0.0304052853510399,"Valid",36.1162,-119.6816
2017-01-27 17:44:55,"California",1892677,672093,80428,24,53977,2017-01-27,"2017","January",1,"2015-2019",2645198,110216.583333333,0.0304052853510399,"Valid",36.1162,-119.6816
2017-01-29 01:32:26,"California",1892677,672093,80428,24,53977,2017-01-29,"2017","January",1,"2015-2019",2645198,110216.583333333,0.0304052853510399,"Valid",36.1162,-119.6816
2017-02-27 17:31:46,"California",1896061,676066,81195,24,54915,2017-02-27,"2017","February",1,"2015-2019",2653322,110555.083333333,0.0306012613621716,"Valid",36.1162,-119.6816
2017-04-09 20:26:27,"California",1914084,683169,82499,24,56426,2017-04-09,"2017","April",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-05 05:42:22,"California",1914084,683169,82499,24,56426,2017-05-05,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-13 04:05:12,"California",1914084,683169,82499,24,56426,2017-05-13,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-16 14:40:07,"California",1914084,683169,82499,24,56426,2017-05-16,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-16 20:14:25,"California",1914084,683169,82499,24,56426,2017-05-16,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-18 00:37:07,"California",1914084,683169,82499,24,56426,2017-05-18,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-05-20 05:02:54,"California",1914084,683169,82499,24,56426,2017-05-20,"2017","May",2,"2015-2019",2679752,111656.333333333,0.0307860578143052,"Valid",36.1162,-119.6816
2017-06-21 20:00:54,"California",1925814,694047,84026,24,58079,2017-06-21,"2017","June",2,"2015-2019",2703887,112661.958333333,0.0310760028063303,"Valid",36.1162,-119.6816
2017-07-10 14:12:23,"California",1932072,698878,84689,24,59290,2017-07-10,"2017","July",3,"2015-2019",2715639,113151.625,0.031185662011777,"Valid",36.1162,-119.6816
2017-09-25 14:41:32,"California",1942117,701882,86162,24,61202,2017-09-25,"2017","September",3,"2015-2019",2730161,113756.708333333,0.031559310971038,"Valid",36.1162,-119.6816
2017-09-30 13:44:22,"California",1949908,709578,86997,24,62023,2017-09-30,"2017","September",3,"2015-2019",2746483,114436.791666667,0.0316757831743361,"Valid",36.1162,-119.6816
2017-10-14 14:07:50,"California",1949908,709578,86997,24,62023,2017-10-14,"2017","October",4,"2015-2019",2746483,114436.791666667,0.0316757831743361,"Valid",36.1162,-119.6816
2017-10-25 07:42:55,"California",1953689,713855,87683,24,62817,2017-10-25,"2017","October",4,"2015-2019",2755227,114801.125,0.0318242380754834,"Valid",36.1162,-119.6816
2017-12-06 15:16:23,"California",1958278,718958,88299,24,62817,2017-12-06,"2017","December",4,"2015-2019",2765535,115230.625,0.0319283610585294,"Valid",36.1162,-119.6816
2017-12-14 17:59:11,"California",1958278,718958,88299,24,62817,2017-12-14,"2017","December",4,"2015-2019",2765535,115230.625,0.0319283610585294,"Valid",36.1162,-119.6816
2018-02-11 05:29:27,"California",1963099,724550,89817,24,64244,2018-02-11,"2018","February",1,"2015-2019",2777466,115727.75,0.0323377495890139,"Valid",36.1162,-119.6816
2018-03-14 18:49:13,"California",1970834,728294,90202,24,64931,2018-03-14,"2018","March",1,"2015-2019",2789330,116222.083333333,0.0323382317617492,"Valid",36.1162,-119.6816
2018-04-25 12:54:59,"California",1980158,737414,91860,24,65872,2018-04-25,"2018","April",2,"2015-2019",2809432,117059.666666667,0.0326970006748695,"Valid",36.1162,-119.6816
2018-04-28 00:02:33,"California",1980158,737414,91860,24,65872,2018-04-28,"2018","April",2,"2015-2019",2809432,117059.666666667,0.0326970006748695,"Valid",36.1162,-119.6816
2018-05-17 02:41:14,"California",1980158,737414,91860,24,65872,2018-05-17,"2018","May",2,"2015-2019",2809432,117059.666666667,0.0326970006748695,"Valid",36.1162,-119.6816
2018-06-08 05:33:26,"California",1985681,742466,92643,24,66814,2018-06-08,"2018","June",2,"2015-2019",2820790,117532.916666667,0.0328429269814485,"Valid",36.1162,-119.6816
2018-07-07 23:11:36,"California",1989591,746431,93413,24,67546,2018-07-07,"2018","July",3,"2015-2019",2829435,117893.125,0.0330147184861995,"Valid",36.1162,-119.6816
2018-07-10 17:13:40,"California",1989591,746431,93413,24,67546,2018-07-10,"2018","July",3,"2015-2019",2829435,117893.125,0.0330147184861995,"Valid",36.1162,-119.6816
2018-08-27 12:27:45,"California",1998552,754344,95122,24,67546,2018-08-27,"2018","August",3,"2015-2019",2848018,118667.416666667,0.0333993675601769,"Valid",36.1162,-119.6816
2018-09-11 20:23:32,"California",1998552,754344,95122,24,67546,2018-09-11,"2018","September",3,"2015-2019",2848018,118667.416666667,0.0333993675601769,"Valid",36.1162,-119.6816
2018-09-13 06:20:30,"California",1998552,754344,95122,24,67546,2018-09-13,"2018","September",3,"2015-2019",2848018,118667.416666667,0.0333993675601769,"Valid",36.1162,-119.6816
2018-10-16 07:07:47,"California",2007874,760395,97015,24,68408,2018-10-16,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-17 07:32:24,"California",2007874,760395,97015,24,68408,2018-10-17,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-18 15:52:49,"California",2007874,760395,97015,24,68408,2018-10-18,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-19 16:27:11,"California",2007874,760395,97015,24,68408,2018-10-19,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-20 17:05:49,"California",2007874,760395,97015,24,68408,2018-10-20,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-21 18:40:26,"California",2007874,760395,97015,24,68408,2018-10-21,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-22 18:20:33,"California",2007874,760395,97015,24,68408,2018-10-22,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-24 09:44:34,"California",2007874,760395,97015,24,68408,2018-10-24,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-10-27 19:44:38,"California",2007874,760395,97015,24,68408,2018-10-27,"2018","October",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-11-04 15:31:47,"California",2007874,760395,97015,24,68408,2018-11-04,"2018","November",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-11-16 18:35:06,"California",2007874,760395,97015,24,68408,2018-11-16,"2018","November",4,"2015-2019",2865284,119386.833333333,0.0338587728127474,"Valid",36.1162,-119.6816
2018-11-30 04:40:44,"California",2012463,766514,97866,24,69703,2018-11-30,"2018","November",4,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2018-12-04 03:28:34,"California",2012463,766514,97866,24,69703,2018-12-04,"2018","December",4,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2018-12-20 21:46:43,"California",2012463,766514,97866,24,69703,2018-12-20,"2018","December",4,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2018-12-30 18:07:48,"California",2012463,766514,97866,24,69703,2018-12-30,"2018","December",4,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2019-01-03 20:36:42,"California",2012463,766514,97866,24,69703,2019-01-03,"2019","January",1,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2019-01-29 22:20:14,"California",2012463,766514,97866,24,69703,2019-01-29,"2019","January",1,"2015-2019",2876843,119868.458333333,0.0340185404625835,"Valid",36.1162,-119.6816
2019-02-15 16:41:31,"California",2022026,776055,99840,24,71452,2019-02-15,"2019","February",1,"2015-2019",2897921,120746.708333333,0.0344522849311627,"Valid",36.1162,-119.6816
2019-03-02 06:00:36,"California",2027331,782186,100737,24,72397,2019-03-02,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-02 21:15:00,"California",2027331,782186,100737,24,72397,2019-03-02,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-05 14:54:01,"California",2027331,782186,100737,24,72397,2019-03-05,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-07 11:03:47,"California",2027331,782186,100737,24,72397,2019-03-07,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-20 23:31:59,"California",2027331,782186,100737,24,72397,2019-03-20,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-22 20:41:55,"California",2027331,782186,100737,24,72397,2019-03-22,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-23 20:25:17,"California",2027331,782186,100737,24,72397,2019-03-23,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-24 20:17:18,"California",2027331,782186,100737,24,72397,2019-03-24,"2019","March",1,"2015-2019",2910254,121260.583333333,0.0346145044384442,"Valid",36.1162,-119.6816
2019-03-26 16:14:30,"California",2031333,785479,101603,24,73358,2019-03-26,"2019","March",1,"2015-2019",2918415,121600.625,0.0348144455123757,"Valid",36.1162,-119.6816
2019-04-01 20:37:37,"California",2031333,785479,101603,24,73358,2019-04-01,"2019","April",2,"2015-2019",2918415,121600.625,0.0348144455123757,"Valid",36.1162,-119.6816
2019-04-12 15:08:04,"California",2031333,785479,101603,24,73358,2019-04-12,"2019","April",2,"2015-2019",2918415,121600.625,0.0348144455123757,"Valid",36.1162,-119.6816
2019-05-02 13:50:53,"California",2034474,787463,102377,24,74518,2019-05-02,"2019","May",2,"2015-2019",2924314,121846.416666667,0.0350088943936937,"Valid",36.1162,-119.6816
2019-05-02 23:12:36,"California",2034474,787463,102377,24,74518,2019-05-02,"2019","May",2,"2015-2019",2924314,121846.416666667,0.0350088943936937,"Valid",36.1162,-119.6816
2019-05-10 23:53:59,"California",2034474,787463,102377,24,74518,2019-05-10,"2019","May",2,"2015-2019",2924314,121846.416666667,0.0350088943936937,"Valid",36.1162,-119.6816
2019-05-10 23:54:00,"California",2034474,787463,102377,24,74518,2019-05-10,"2019","May",2,"2015-2019",2924314,121846.416666667,0.0350088943936937,"Valid",36.1162,-119.6816
2019-05-11 00:03:25,"California",2034474,787463,102377,24,74518,2019-05-11,"2019","May",2,"2015-2019",2924314,121846.416666667,0.0350088943936937,"Valid",36.1162,-119.6816
2019-05-23 12:37:47,"California",2038611,791100,103231,24,76059,2019-05-23,"2019","May",2,"2015-2019",2932942,122205.916666667,0.0351970819743452,"Valid",36.1162,-119.6816
2019-06-11 14:47:17,"California",2038611,791100,103231,24,76059,2019-06-11,"2019","June",2,"2015-2019",2932942,122205.916666667,0.0351970819743452,"Valid",36.1162,-119.6816
2019-06-12 16:55:11,"California",2038611,791100,103231,24,76059,2019-06-12,"2019","June",2,"2015-2019",2932942,122205.916666667,0.0351970819743452,"Valid",36.1162,-119.6816
2019-06-13 16:13:43,"California",2038611,791100,103231,24,76059,2019-06-13,"2019","June",2,"2015-2019",2932942,122205.916666667,0.0351970819743452,"Valid",36.1162,-119.6816
2019-06-14 18:04:25,"California",2038611,791100,103231,24,76059,2019-06-14,"2019","June",2,"2015-2019",2932942,122205.916666667,0.0351970819743452,"Valid",36.1162,-119.6816
2019-06-20 21:09:00,"California",2042661,794605,104367,24,76974,2019-06-20,"2019","June",2,"2015-2019",2941633,122568.041666667,0.0354792729072593,"Valid",36.1162,-119.6816
2019-06-26 13:52:47,"California",2042661,794605,104367,24,76974,2019-06-26,"2019","June",2,"2015-2019",2941633,122568.041666667,0.0354792729072593,"Valid",36.1162,-119.6816
2019-07-02 20:13:15,"California",2042661,794605,104367,24,76974,2019-07-02,"2019","July",3,"2015-2019",2941633,122568.041666667,0.0354792729072593,"Valid",36.1162,-119.6816
2019-07-03 22:42:20,"California",2042661,794605,104367,24,76974,2019-07-03,"2019","July",3,"2015-2019",2941633,122568.041666667,0.0354792729072593,"Valid",36.1162,-119.6816
2019-08-10 09:16:18,"California",2046844,796783,105218,24,77908,2019-08-10,"2019","August",3,"2015-2019",2948845,122868.541666667,0.0356810886974392,"Valid",36.1162,-119.6816
2019-08-16 13:49:08,"California",2046844,796783,105218,24,77908,2019-08-16,"2019","August",3,"2015-2019",2948845,122868.541666667,0.0356810886974392,"Valid",36.1162,-119.6816
2019-08-24 20:22:50,"California",2046844,796783,105218,24,77908,2019-08-24,"2019","August",3,"2015-2019",2948845,122868.541666667,0.0356810886974392,"Valid",36.1162,-119.6816
2019-08-25 21:03:57,"California",2046844,796783,105218,24,77908,2019-08-25,"2019","August",3,"2015-2019",2948845,122868.541666667,0.0356810886974392,"Valid",36.1162,-119.6816
2019-09-29 20:05:43,"California",2055947,805631,107048,24,80086,2019-09-29,"2019","September",3,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-09-29 20:06:38,"California",2055947,805631,107048,24,80086,2019-09-29,"2019","September",3,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-04 19:30:52,"California",2055947,805631,107048,24,80086,2019-10-04,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-05 21:25:55,"California",2055947,805631,107048,24,80086,2019-10-05,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-06 08:56:02,"California",2055947,805631,107048,24,80086,2019-10-06,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-11 16:13:18,"California",2055947,805631,107048,24,80086,2019-10-11,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-17 00:08:04,"California",2055947,805631,107048,24,80086,2019-10-17,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-19 06:13:18,"California",2055947,805631,107048,24,80086,2019-10-19,"2019","October",4,"2015-2019",2968626,123692.75,0.0360597798442781,"Valid",36.1162,-119.6816
2019-10-26 04:32:49,"California",2059853,808737,107940,24,81222,2019-10-26,"2019","October",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-10-27 05:53:31,"California",2059853,808737,107940,24,81222,2019-10-27,"2019","October",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-10-30 21:12:12,"California",2059853,808737,107940,24,81222,2019-10-30,"2019","October",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-02 01:01:33,"California",2059853,808737,107940,24,81222,2019-11-02,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-04 05:03:15,"California",2059853,808737,107940,24,81222,2019-11-04,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-07 03:25:13,"California",2059853,808737,107940,24,81222,2019-11-07,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-08 02:32:43,"California",2059853,808737,107940,24,81222,2019-11-08,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-17 16:52:00,"California",2059853,808737,107940,24,81222,2019-11-17,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-11-24 09:52:29,"California",2059853,808737,107940,24,81222,2019-11-24,"2019","November",4,"2015-2019",2976530,124022.083333333,0.0362637030367576,"Valid",36.1162,-119.6816
2019-12-17 19:13:31,"California",2065390,813433,108892,24,82147,2019-12-17,"2019","December",4,"2015-2019",2987715,124488.125,0.0364465820869795,"Valid",36.1162,-119.6816
2019-12-26 18:59:28,"California",2065390,813433,108892,24,82147,2019-12-26,"2019","December",4,"2015-2019",2987715,124488.125,0.0364465820869795,"Valid",36.1162,-119.6816
2020-01-17 18:00:42,"California",2069678,817150,109603,24,82949,2020-01-17,"2020","January",1,"2020+",2996431,124851.291666667,0.0365778487807662,"Valid",36.1162,-119.6816
2020-03-01 05:18:58,"California",2083085,828176,111046,24,83937,2020-03-01,"2020","March",1,"2020+",3022307,125929.458333333,0.0367421310938962,"Valid",36.1162,-119.6816
2020-03-07 03:10:08,"California",2083085,828176,111046,24,84592,2020-03-07,"2020","March",1,"2020+",3022307,125929.458333333,0.0367421310938962,"Valid",36.1162,-119.6816
2020-03-26 15:49:38,"California",2088762,830503,111831,24,85405,2020-03-26,"2020","March",1,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-01 17:51:10,"California",2088762,830503,111831,24,85405,2020-04-01,"2020","April",2,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-01 21:13:39,"California",2088762,830503,111831,24,85405,2020-04-01,"2020","April",2,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-05 08:00:00,"California",2088762,830503,111831,24,85405,2020-04-05,"2020","April",2,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-14 12:19:31,"California",2088762,830503,111831,24,85405,2020-04-14,"2020","April",2,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-15 18:21:37,"California",2088762,830503,111831,24,85405,2020-04-15,"2020","April",2,"2020+",3031096,126295.666666667,0.0368945754275021,"Valid",36.1162,-119.6816
2020-04-29 22:51:29,"California",2092980,834750,112701,24,86594,2020-04-29,"2020","April",2,"2020+",3040431,126684.625,0.0370674420830468,"Valid",36.1162,-119.6816
2020-05-10 22:12:07,"California",2092980,834750,112701,24,86594,2020-05-10,"2020","May",2,"2020+",3040431,126684.625,0.0370674420830468,"Valid",36.1162,-119.6816
2020-05-11 22:49:52,"California",2092980,834750,112701,24,86594,2020-05-11,"2020","May",2,"2020+",3040431,126684.625,0.0370674420830468,"Valid",36.1162,-119.6816
2020-05-19 20:19:42,"California",2096847,838728,113625,24,87331,2020-05-19,"2020","May",2,"2020+",3049200,127050,0.0372638724911452,"Valid",36.1162,-119.6816
2020-06-07 22:43:49,"California",2096847,838728,113625,24,87331,2020-06-07,"2020","June",2,"2020+",3049200,127050,0.0372638724911452,"Valid",36.1162,-119.6816
2010-10-14 04:38:19,"Florida",705714,0,29049,12,13144,2010-10-14,"2010","October",4,"2010-2014",734763,61230.25,0.0395351970635429,"Valid",27.7663,-81.6868
2012-07-01 05:27:45,"Florida",823364,13122,38165,12,18669,2012-07-01,"2012","July",3,"2010-2014",874651,72887.5833333333,0.0436345468078125,"Valid",27.7663,-81.6868
2012-08-15 16:01:13,"Florida",827065,14176,38577,12,18932,2012-08-15,"2012","August",3,"2010-2014",879818,73318.1666666667,0.0438465682675281,"Valid",27.7663,-81.6868
2012-09-11 09:25:25,"Florida",831371,15435,38935,12,19236,2012-09-11,"2012","September",3,"2010-2014",885741,73811.75,0.0439575451514608,"Valid",27.7663,-81.6868
2012-09-13 07:44:30,"Florida",831371,15435,38935,12,19236,2012-09-13,"2012","September",3,"2010-2014",885741,73811.75,0.0439575451514608,"Valid",27.7663,-81.6868
2012-09-13 07:44:44,"Florida",831371,15435,38935,12,19236,2012-09-13,"2012","September",3,"2010-2014",885741,73811.75,0.0439575451514608,"Valid",27.7663,-81.6868
2012-09-15 12:42:15,"Florida",831371,15435,38935,12,19236,2012-09-15,"2012","September",3,"2010-2014",885741,73811.75,0.0439575451514608,"Valid",27.7663,-81.6868
2012-09-21 12:24:19,"Florida",831371,15435,38935,12,19236,2012-09-21,"2012","September",3,"2010-2014",885741,73811.75,0.0439575451514608,"Valid",27.7663,-81.6868
2012-09-27 16:19:52,"Florida",838235,17275,39471,12,19547,2012-09-27,"2012","September",3,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-09-27 16:23:04,"Florida",838235,17275,39471,12,19547,2012-09-27,"2012","September",3,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-09-28 03:18:50,"Florida",838235,17275,39471,12,19547,2012-09-28,"2012","September",3,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-06 22:38:03,"Florida",838235,17275,39471,12,19547,2012-10-06,"2012","October",4,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-14 05:40:04,"Florida",838235,17275,39471,12,19547,2012-10-14,"2012","October",4,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-14 14:59:14,"Florida",838235,17275,39471,12,19547,2012-10-14,"2012","October",4,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-17 23:00:03,"Florida",838235,17275,39471,12,19547,2012-10-17,"2012","October",4,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-18 12:40:13,"Florida",838235,17275,39471,12,19547,2012-10-18,"2012","October",4,"2010-2014",894981,74581.75,0.0441026122342262,"Valid",27.7663,-81.6868
2012-10-21 06:13:38,"Florida",843655,18635,39947,12,19860,2012-10-21,"2012","October",4,"2010-2014",902237,75186.4166666667,0.0442755063248348,"Valid",27.7663,-81.6868
